Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,et
Tephrodornis pondicerianus,Common Woodshrike,comwoo1,268494031,FALSE,
Tephrodornis affinis,Sri Lanka Woodshrike,srlwoo1,282210,FALSE,
Megabyas flammulatus,African Shrike-flycatcher,afrshf1,24818,FALSE,
Bias musicus,Black-and-white Shrike-flycatcher,bawfly1,204019981,FALSE,
Philentoma pyrhoptera,Rufous-winged Philentoma,ruwphi2,203489831,FALSE,
Philentoma velata,Maroon-breasted Philentoma,mabphi2,213531,FALSE,
Batis diops,Ruwenzori Batis,ruwbat1,1576,FALSE,
Batis margaritae,Margaret's Batis,boubat1,625736314,FALSE,
Batis mixta,Forest Batis,shtbat1,22618,FALSE,
Batis reichenowi,Reichenow's Batis,,,FALSE,
Batis crypta,Dark Batis,darbat1,101292,FALSE,
Batis dimorpha,Malawi Batis,capbat2,83284,FALSE,
Batis capensis,Cape Batis,capbat10,304417211,FALSE,
Batis fratrum,Woodward's Batis,woobat1,31558381,FALSE,
Batis molitor,Chin-spot Batis,chibat1,616617123,FALSE,
Batis senegalensis,Senegal Batis,senbat1,652004189,FALSE,
Batis orientalis,Grey-headed Batis,gyhbat1,28128381,FALSE,
Batis soror,East Coast Batis,palbat1,194116811,FALSE,
Batis pririt,Pririt Batis,pribat1,636032156,FALSE,
Batis minor,Eastern Black-headed Batis,bkhbat2,311572201,FALSE,
Batis erlangeri,Western Black-headed Batis,bkhbat1,203951681,FALSE,
Batis perkeo,Pygmy Batis,pygbat1,33655551,FALSE,
Batis minulla,Angola Batis,angbat1,397988191,FALSE,
Batis minima,Gabon Batis,verbat1,1077,FALSE,
Batis ituriensis,Ituri Batis,itubat1,114211631,FALSE,
Batis occulta,West African Batis,weabat1,628557970,FALSE,
Batis poensis,Bioko Batis,fepbat1,24247261,FALSE,
Dyaphorophyia hormophora,West African Wattle-eye,weawae1,203923131,FALSE,
Dyaphorophyia castanea,Chestnut Wattle-eye,chweye1,1398,FALSE,
Dyaphorophyia tonsa,White-spotted Wattle-eye,wsweye1,541575041,FALSE,
Dyaphorophyia blissetti,Red-cheeked Wattle-eye,rcweye1,203974301,FALSE,
Dyaphorophyia chalybea,Black-necked Wattle-eye,bnweye1,24294731,FALSE,
Dyaphorophyia jamesoni,Jameson's Wattle-eye,jaweye1,1421,FALSE,
Dyaphorophyia concreta,Rufous-bellied Wattle-eye,,,FALSE,
Dyaphorophyia ansorgei,Yellow-bellied Wattle-eye,ybweye1,638485169,FALSE,
Platysteira cyanea,Brown-throated Wattle-eye,btweye2,3082,FALSE,
Platysteira albifrons,White-fronted Wattle-eye,wfweye1,640804960,FALSE,
Platysteira laticincta,Banded Wattle-eye,baweye1,,FALSE,
Platysteira peltata,Black-throated Wattle-eye,btweye1,13929,FALSE,
Peltops blainvillii,Lowland Peltops,lowpel1,623479480,FALSE,lauskmaa-puduleigar
Peltops montanus,Highland Peltops,moupel1,203972231,FALSE,mägi-puduleigar
Strepera fuliginosa,Black Currawong,blacur2,229479,FALSE,must-karravong
Strepera graculina,Pied Currawong,piecur1,233575,FALSE,pugal-karravong
Strepera versicolor,Grey Currawong,grycur1,73082631,FALSE,hall-karravong
Melloria quoyi,Black Butcherbird,blabut1,62813181,FALSE,mustleigar
Gymnorhina tibicen,Australian Magpie,ausmag2,229623,TRUE,suurleigar
Cracticus cassicus,Hooded Butcherbird,hoobut1,310631,FALSE,paapua leigar
Cracticus louisiadensis,Tagula Butcherbird,tagbut1,,FALSE,tagula leigar
Cracticus nigrogularis,Pied Butcherbird,piebut1,233568,FALSE,taideleigar
Cracticus torquatus,Grey Butcherbird,grybut1,233761,TRUE,hall-leigar
Cracticus argenteus,Silver-backed Butcherbird,sibbut1,475061041,FALSE,hõbeselg-leigar
Cracticus mentalis,Black-backed Butcherbird,blbbut1,201211,FALSE,valgekurk-leigar
Artamus personatus,Masked Woodswallow,maswoo1,203887531,FALSE,masktuulas
Artamus superciliosus,White-browed Woodswallow,whbwoo5,78537611,FALSE,ruskekõht-tuulas
Artamus cyanopterus,Dusky Woodswallow,duswoo1,618706735,FALSE,valgetiib-tuulas
Artamus cinereus,Black-faced Woodswallow,blfwoo1,112742661,FALSE,halltuulas
Artamus minor,Little Woodswallow,litwoo4,218137,FALSE,väiketuulas
Artamus maximus,Great Woodswallow,grewoo1,203974641,FALSE,paapua tuulas
Artamus leucoryn,White-breasted Woodswallow,whbwoo4,36877,TRUE,valgekõht-tuulas
Artamus mentalis,Fiji Woodswallow,fijwoo1,203910811,FALSE,fidži tuulas
Artamus insignis,White-backed Woodswallow,biswoo1,651259746,FALSE,melaneesia tuulas
Artamus monachus,Ivory-backed Woodswallow,whbwoo8,640659512,FALSE,metstuulas
Artamus fuscus,Ashy Woodswallow,ashwoo2,363615951,FALSE,aasia tuulas
MACHAERIRHYNCHIDAE,Boatbills,,,FALSE,
Machaerirhynchus flaviventer,Yellow-breasted Boatbill,yebboa1,632240470,FALSE,
Machaerirhynchus nigripectus,Black-breasted Boatbill,blbboa1,203963141,FALSE,
VANGIDAE,Vangas,,,FALSE,
Newtonia archboldi,Archbold's Newtonia,arcnew1,95439,FALSE,kõnnu-pisivanga
Newtonia brunneicauda,Common Newtonia,comnew1,93197,FALSE,hall-pisivanga
Newtonia fanovanae,Red-tailed Newtonia,retnew1,94074,FALSE,rooste-pisivanga
Newtonia amphichroa,Dark Newtonia,darnew1,95361,FALSE,pruun-pisivanga
Tylas eduardi,Tylas Vanga,tylvan1,203963241,FALSE,kinkimavu
Calicalicus madagascariensis,Red-tailed Vanga,retvan1,203930561,FALSE,tihasvanga
Calicalicus rufocarpalis,Red-shouldered Vanga,resvan1,502289841,FALSE,toliara tihasvanga
Hypositta corallirostris,Nuthatch Vanga,nuthat2,503917601,FALSE,kluttvanga
Leptopterus chabert,Chabert Vanga,chavan2,100184,FALSE,väikevanga
Cyanolanius comorensis,Comoro Blue Vanga,bluvan2,203979141,FALSE,komoori vanga
Cyanolanius madagascarinus,Madagascar Blue Vanga,bluvan3,257667631,FALSE,sinivanga
Mystacornis crossleyi,Crossley's Vanga,crobab1,203930511,FALSE,
Pseudobias wardi,Ward's Flycatcher,warfly1,609067425,FALSE,
Vanga curvirostris,Hook-billed Vanga,hobvan1,203983441,FALSE,pugalvanga
Schetba rufa,Rufous Vanga,rufvan1,203970461,FALSE,ruskevanga
Euryceros prevostii,Helmet Vanga,helvan1,257654151,FALSE,suurnokk-vanga
Xenopirostris polleni,Pollen's Vanga,polvan1,95699,FALSE,mustpugu-karbusvanga
Xenopirostris xenopirostris,Lafresnaye's Vanga,lafvan1,203930621,FALSE,võsa-karbusvanga
Xenopirostris damii,Van Dam's Vanga,vadvan1,203978931,FALSE,tumeselg-karbusvanga
Oriolia bernieri,Bernier's Vanga,bervan1,203970241,FALSE,helkvanga
Falculea palliata,Sickle-billed Vanga,sibvan1,203970311,FALSE,
Artamella viridis,White-headed Vanga,whhvan1,621023266,FALSE,valgepea-vanga
Prionops plumatus,White-crested Helmetshrike,whihel1,279382,FALSE,
Prionops poliolophus,Grey-crested Helmetshrike,gychel1,250931071,FALSE,
Prionops alberti,Yellow-crested Helmetshrike,yechel1,614272102,FALSE,
AEGITHINIDAE – Ioras,,,,FALSE,
Aegithina tiphia,Common Iora,comior1,169519021,TRUE,mangolind
Aegithina nigrolutea,Marshall's Iora,whtior1,371780121,FALSE,džungli-mangolind
Aegithina viridissima,Green Iora,greior2,177885,FALSE,mets-mangolind
Aegithina lafresnayei,Great Iora,greior1,113590,FALSE,suur-mangolind
PITYRIASIDAE,Bristlehead,,,FALSE,
Pityriasis gymnocephala,Bristlehead,borbri1,203930361,FALSE,
MALACONOTIDAE,Bush-shrikes,,,FALSE,
Malaconotus cruentus,Fiery-breasted Bush-shrike,fibbus1,541018641,FALSE,tulirind-pagulind
Malaconotus blanchoti,Grey-headed Bush-shrike,gyhbus1,8934,FALSE,hallpea-pagulind
Malaconotus monteiri,Monteiro's Bush-shrike,monbus1,394290821,FALSE,valjas-pagulind
Malaconotus lagdeni,Lagden's Bush-shrike,lagbus1,64628541,FALSE,õlak-pagulind
Malaconotus gladiator,Green-breasted Bush-shrike,grbbus1,89726331,FALSE,suur-pagulind
Malaconotus alius,Uluguru Bush-shrike,ulubus1,439991681,FALSE,uluguru pagulind
Dryoscopus sabini,Sabine's Puffback,labpuf1,203974591,FALSE,talbnokk-pagulind
Dryoscopus angolensis,Pink-footed Puffback,pifpuf1,1517,FALSE,punajalg-pagulind
Dryoscopus senegalensis,Red-eyed Puffback,reepuf1,1483,FALSE,punasilm-pagulind
Dryoscopus cubla,Black-backed Puffback,blbpuf2,8705,FALSE,puhvselg-pagulind
Dryoscopus gambensis,Northern Puffback,norpuf1,1569,FALSE,sudaani pagulind
Dryoscopus pringlii,Pringle's Puffback,pripuf1,33655601,FALSE,mürripuu-pagulind
Bocagia minuta,Marsh Tchagra,martch2,203915331,FALSE,soo-pagulind
Tchagra australis,Brown-crowned Tchagra,brctch1,615241924,FALSE,pruunkiird-pagulind
Tchagra jamesi,Three-streaked Tchagra,thstch1,28224621,FALSE,kõnnu-pagulind
Tchagra tchagra,Southern Tchagra,soutch1,203938451,FALSE,lõuna-pagulind
Tchagra senegalus,Black-crowned Tchagra,bkctch1,8946,FALSE,mustkiird-tšagra
Nilaus afer,Brubru,brubru1,8938,FALSE,väike-pagulind
Chlorophoenus kupeensis,Mount Kupe Bush-shrike,,,FALSE,
Chlorophoenus multicolor,Many-coloured Bush-shrike,,,FALSE,
Chlorophoenus nigrifrons,Black-fronted Bush-shrike,,,FALSE,
Chlorophoenus olivaceus,Olive Bush-shrike,,,FALSE,
Chlorophoenus bocagei,Bocage's Bush-shrike,,,FALSE,
Chlorophoenus sulfureopectus,Orange-breasted Bush-shrike,,,FALSE,
Laniarius leucorhynchus,Lowland Sooty Boubou,soobou1,93963,FALSE,nõgi-pagulind
Laniarius poensis,Mountain Sooty Boubou,mosbou1,212595,FALSE,mägi-pagulind
Laniarius holomelas,Albertine Sooty Boubou,mosbou4,1564,FALSE,
Laniarius fuelleborni,Fülleborn's Boubou,fuebou1,101276,FALSE,tanganjika pagulind
Laniarius funebris,Slate-coloured Boubou,slcbou1,37212,FALSE,tume-pagulind
Laniarius luehderi,Lühder's Bush-shrike,luebus1,1414,FALSE,kaneel-pagulind
Laniarius brauni,Braun's Bush-shrike,brabus1,505283231,FALSE,punapugu-pagulind
Laniarius amboimensis,Gabela Bush-shrike,gabbus1,638325951,FALSE,gabela pagulind
Laniarius ruficeps,Red-naped Bush-shrike,renbus1,328326871,FALSE,joonik-pagulind
Laniarius aethiopicus,Tropical Boubou,trobou2,31281031,FALSE,tiva-pagulind
Laniarius nigerrimus,Manda Boubou,sombou1,652072156,FALSE,somaali pagulind
Laniarius sublacteus,Zanzibar Boubou,zanbou1,638952128,FALSE,kikuju pagulind
Laniarius ferrugineus,Southern Boubou,soubou1,203948551,FALSE,roostekõht-pagulind
Laniarius bicolor,Swamp Boubou,gabbou1,1595,FALSE,roo-pagulind
Laniarius turatii,Turati's Boubou,turbou1,527046401,FALSE,ginea pagulind
Laniarius barbarus,Yellow-crowned Gonolek,comgon1,203945991,FALSE,koldkiird-pagulind
Laniarius erythrogaster,Black-headed Gonolek,blhgon1,203915271,FALSE,kinaver-pagulind
Laniarius atrococcineus,Crimson-breasted Gonolek,crbgon1,30218,FALSE,leek-pagulind
Laniarius mufumbiri,Papyrus Gonolek,papgon1,204006701,FALSE,papüüruse-pagulind
Laniarius atroflavus,Yellow-breasted Boubou,yebbou1,91479871,FALSE,kuldpugu-pagulind
Rhodophoneus cruentus,Rosy-patched Bush-shrike,ropbus1,31373471,FALSE,karmiinlaik-pagulind
Telephorus zeylonus,Bokmakierie,bokmak1,394293321,FALSE,võru-pagulind
Telophorus dohertyi,Doherty's Bush-shrike,dohbus1,203915511,FALSE,ülangu-pagulind
Telophorus viridis,Gorgeous Bush-shrike,focbus2,203937301,FALSE,punakurk-pagulind
Rhipidura rufidorsa,Rufous-backed Fantail,rubfan1,251042351,FALSE,väike-lehviksaba
Rhipidura dahli,Bismarck Fantail,bisfan1,20527,FALSE,hallkurk-lehviksaba
Rhipidura matthiae,Mussau Fantail,matfan1,630458690,FALSE,mussau lehviksaba
Rhipidura malaitae,Malaita Fantail,malfan1,,FALSE,malaita lehviksaba
Rhipidura lepida,Palau Fantail,palfan1,610419877,FALSE,palau lehviksaba
Rhipidura teysmanni,Rusty-bellied Fantail,rubfan2,203990171,FALSE,sulawesi lehviksaba
Rhipidura superflua,Tawny-backed Fantail,cibfan1,125195701,FALSE,buru lehviksaba
Rhipidura dedemi,Streaky-breasted Fantail,stbfan1,518214,FALSE,serami lehviksaba
Rhipidura opistherythra,Long-tailed Fantail,lotfan1,203925901,FALSE,pruunselg-lehviksaba
Rhipidura rufifrons,Rufous Fantail,ruffan13,622532532,FALSE,punalaup-lehviksaba
Rhipidura kubaryi,Pohnpei Fantail,pohfan1,140100,FALSE,pohnpei lehviksaba
Rhipidura melanolaema,White-fronted Fantail,sacfan1,,FALSE,
Rhipidura semirubra,Manus Fantail,manfan2,650735850,FALSE,puna-lehviksaba
Rhipidura dryas,Arafura Fantail,arafan1,21108771,FALSE,arafura lehviksaba
Rhipidura albolimbata,Friendly Fantail,frifan1,166196011,FALSE,mägi-lehviksaba
Rhipidura hyperythra,Chestnut-bellied Fantail,chbfan1,204010921,FALSE,punakõht-lehviksaba
Rhipidura drownei,Bougainville Fantail,brnfan1,634724835,FALSE,nõlva-lehviksaba
Rhipidura ocularis,Guadalcanal Fantail,brnfan2,,FALSE,
Rhipidura verreauxi,New Caledonia Streaked Fantail,strfan5,203908051,FALSE,melaneesia lehviksaba
Rhipidura spilodera,Vantau Streaked Fantail,strfan2,203983901,FALSE,
Rhipidura layardi,Fiji Streaked Fantail,fisfan1,203983801,FALSE,
Rhipidura rufilateralis,Taveuni Streaked Fantail,,,FALSE,
Rhipidura tenebrosa,Dusky Fantail,dusfan1,118105701,FALSE,makira lehviksaba
Rhipidura rennelliana,Rennell Fantail,renfan1,203959621,FALSE,rennelli lehviksaba
Rhipidura nebulosa,Samoan Fantail,samfan1,139901,FALSE,samoa lehviksaba
Rhipidura personata,Kadavu Fantail,kanfan1,203908691,FALSE,kadavu lehviksaba
Rhipidura phasiana,Mangrove Fantail,manfan1,552436201,FALSE,mangroovi-lehviksaba
Rhipidura albiscapa,Grey Fantail,gryfan1,125284321,FALSE,maoori lehviksaba
Rhipidura fuliginosa,New Zealand Fantail,nezfan1,136116,FALSE,maoori lehviksaba
DICRURIDAE,Drongos,,,FALSE,
Dicrurus ludwigii,Square-tailed Drongo,cstdro1,524103,FALSE,kantsaba-drongo
Dicrurus atripennis,Shining Drongo,shidro1,572171571,FALSE,metsdrongo
Dicrurus adsimilis,Fork-tailed Drongo,fotdro5,566320091,FALSE,savannidrongo
Dicrurus modestus,Velvet-mantled Drongo,vemdro6,23412,FALSE,panterdrongo
Dicrurus fuscipennis,Comoro Drongo,comdro1,,FALSE,komoori drongo
Dicrurus aldabranus,Aldabra Drongo,alddro1,101982,FALSE,aldabra drongo
Dicrurus forficatus,Crested Drongo,credro1,203963221,FALSE,tuttdrongo
Dicrurus waldenii,Mayotte Drongo,maydro1,203979041,FALSE,maore drongo
Dicrurus macrocercus,Black Drongo,bladro1,70669,TRUE,nurmdrongo
Dicrurus leucophaeus,Ashy Drongo,ashdro1,203925571,FALSE,tuhkdrongo
Dicrurus caerulescens,White-bellied Drongo,whbdro1,627085635,FALSE,valgekõht-drongo
Dicrurus annectens,Crow-billed Drongo,crbdro1,601449901,FALSE,varesnokk-drongo
Dicrurus aeneus,Bronzed Drongo,brodro1,611524720,FALSE,läikdrongo
Dicrurus remifer,Lesser Racquet-tailed Drongo,lrtdro1,491091991,FALSE,lippsaba-drongo
Dicrurus balicassius,Balicassiao,balica1,203894031,FALSE,filipiini drongo
Dicrurus hottentottus,Hair-crested Drongo,hacdro1,633664262,FALSE,džunglidrongo
Dicrurus striatus,Short-tailed Drongo,hacdro3,203894191,FALSE,
Dicrurus sumatranus,Sumatran Drongo,sumdro1,79540,FALSE,sumatra drongo
Dicrurus densus,Wallacean Drongo,waldro1,203926011,FALSE,väikesunda drongo
Dicrurus menagei,Tablas Drongo,tabdro1,204000011,FALSE,tablase drongo
Dicrurus montanus,Sulawesi Drongo,suldro1,203990161,FALSE,sulawesi drongo
Dicrurus bracteatus,Spangled Drongo,spadro1,233622,TRUE,kagudrongo
Dicrurus megarhynchus,Ribbon-tailed Drongo,ritdro1,490062581,FALSE,käärsaba-drongo
Dicrurus andamanensis,Andaman Drongo,anddro1,203955161,FALSE,andamani drongo
Dicrurus paradiseus,Greater Racquet-tailed Drongo,grtdro1,414480261,TRUE,paradiisidrongo
Dicrurus lophorinus,Sri Lanka Drongo,srldro1,632034358,FALSE,tupsdrongo
RHIPIDURIDAE,Fantails,,,FALSE,
Chaetorhynchus papuensis,Drongo Fantail,papdro1,168351,FALSE,suur-lehviksaba
Lamprolia klinesmithi,Natewa Silktail,silkta3,203945621,FALSE,
Lamprolia victoriae,Tavenui Silktail,silkta2,203983711,FALSE,sametsaba
Rhipidura atra,Black Fantail,blafan1,166569471,FALSE,must-lehviksaba
Rhipidura nigrocinnamomea,Black-and-cinnamon Fantail,bacfan1,203894311,FALSE,karbus-lehviksaba
Rhipidura cyaniceps,Blue-headed Fantail,blhfan1,264310411,FALSE,sinipea-lehviksaba
Rhipidura sauli,Tablas Fantail,tabfan1,648551906,FALSE,tablase lehviksaba
Rhipidura albiventris,Visayan Fantail,visfan1,626950828,FALSE,visayani lehviksaba
Rhipidura samarensis,Visayan Blue Fantail,visblf1,580097851,FALSE,mindanao lehviksaba
Rhipidura superciliaris,Mindanao Blue Fantail,blufan1,296,FALSE,sini-lehviksaba
Rhipidura euryura,White-bellied Fantail,whbfan1,70594,FALSE,kilt-lehviksaba
Rhipidura perlata,Spotted Fantail,spofan1,598705181,FALSE,tähnik-lehviksaba
Rhipidura fuscorufa,Cinnamon-tailed Fantail,citfan1,613983304,FALSE,ruugekõht-lehviksaba
Rhipidura tenkatei,Roti Fantail,,,FALSE,
Rhipidura rufiventris,Timor Fantail,norfan1,204010931,FALSE,välu-lehviksaba
Rhipidura hoedti,Banda Fantail,,,FALSE,
Rhipidura bouruensis,Buru Fantail,,,FALSE,
Rhipidura obiensis,Obi Fantail,,,FALSE,
Rhipidura cinerea,Seram Fantail,,,FALSE,
Rhipidura assimilis,Kai Fantail,,,FALSE,kai lehviksaba
Rhipidura kordensis,Biak Fantail,,,FALSE,
Rhipidura isura,Northern Fantail,norfan1,204010931,FALSE,
Rhipidura cockerelli,White-winged Fantail,whwfan1,68308871,FALSE,valgekõht-lehviksaba
Rhipidura coultasi,White-gorgeted Fantail,cocfan4,122531321,FALSE,
Rhipidura diluta,Brown-capped Fantail,brcfan1,609070569,FALSE,tuhk-lehviksaba
Rhipidura threnothorax,Sooty Thicket-fantail,sotfan1,203999521,FALSE,helmes-lehviksaba
Rhipidura maculipectus,Black Thicket-fantail,bltfan1,204010941,FALSE,valjas-lehviksaba
Rhipidura leucothorax,White-bellied Thicket-fantail,wbtfan1,166663481,FALSE,võsa-lehviksaba
Rhipidura leucophrys,Willie Wagtail,wilwag1,62324211,TRUE,västrik-lehviksaba
Rhipidura javanica,Sunda Pied Fantail,piefan1,203944111,FALSE,pugal-lehviksaba
Rhipidura nigritorquis,Philippine Pied Fantail,phipif1,18580,FALSE,tuhkselg-lehviksaba
Rhipidura aureola,White-browed Fantail,whbfan2,469624841,FALSE,valgekulm-lehviksaba
Rhipidura albogularis,White-spotted Fantail,spbfan1,244112091,FALSE,dekkani lehviksaba
Rhipidura albicollis,White-throated Fantail,whtfan1,288826781,FALSE,nõgi-lehviksaba/dekkani lehviksaba
Rhipidura phoenicura,Rufous-tailed Fantail,rutfan1,554545451,FALSE,punahänd-lehviksaba
Rhipidura brachyrhyncha,Dimorphic Fantail,dimfan1,203692291,FALSE,eris-lehviksaba
IFRITIDAE,Ifrit,,,FALSE,
Ifrita kowaldi,Blue-capped Ifrit,bucifr1,203983621,FALSE,
MONARCHIDAE,Monarch-flycatchers,,,FALSE,
†Myiagra freycineti,Guam Flycatcher,guafly1,5475,FALSE,
Myiagra oceanica,Chuuk Flycatcher,ocefly1,5497,FALSE,
Myiagra erythrops,Palau Flycatcher,palfly3,140123,FALSE,
Myiagra pluto,Pohnpei Flycatcher,pohfly1,5536,FALSE,
Myiagra galeata,Moluccan Flycatcher,molfly1,203906881,FALSE,
Myiagra atra,Biak Flycatcher,biafly1,612686830,FALSE,
Myiagra rubecula,Leaden Flycatcher,leafly2,41154551,FALSE,
Myiagra ferrocyanea,Steel-blue Flycatcher,stbfly1,68307671,FALSE,
Myiagra cervinicauda,Makira Flycatcher,ochfly1,203934451,FALSE,tumetiib-piibik
Myiagra caledonica,Melanesian Flycatcher,melfly1,203910491,FALSE,
Myiagra vanikorensis,Vanikoro Flycatcher,vanfly1,203908771,FALSE,
Myiagra albiventris,Samoan Flycatcher,samfly1,203912891,FALSE,
Myiagra castaneigularis,Chestnut-throuated Flycatcher,chtfly1,203910891,FALSE,
Myiagra azureocapilla,Azure-crested Flycatcher,blcfly2,203910721,FALSE,
Myiagra ruificollis,Broad-billed Flycatcher,brbfly1,609226465,FALSE,
Myiagra cyanoleuca,Satin Flycatcher,satfly1,650487651,FALSE,
Myiagra alecto,Shining Flycatcher,shifly1,223328,FALSE,
Myiagra hebetior,Mussau Flycatcher,dulfly2,630458746,FALSE,
Myiagra eichhorni,Velvet Flycatcher,velfly1,640693550,FALSE,
Myiagra cervinicolor,Djaul Flycatcher,,,FALSE,
Myiagra nana,Paperbark Flycatcher,papfly1,441756031,FALSE,
Myiagra inquieta,Restless Flycatcher,resfly1,226243,FALSE,
Arses insularis,Ochre-collared Monarch,rucmon1,203983531,FALSE,ruugekael-prillpiibik
Arses telescopthalmus,Frilled Monarch,frimon1,203994651,FALSE,
Arses lorealis,Frill-necked Monarch,frnmon1,203968751,FALSE,
Arses kaupi,Pied Monarch,piemon1,203978851,FALSE,mustpugu-prillpiibik
Grallina cyanoleuca,Magpie-lark,maglar1,210652,TRUE,piibik
Grallina bruijnii,Torrent-lark,torlar1,101209,FALSE,kärestikupiibik
Symposiachrus axillaris,Black Monarch,blamon1,167032,FALSE,
Symposiachrus rubiensis,Rufous Monarch,rufmon1,,FALSE,
Symposiachrus guttula,Spot-winged Monarch,spwmon1,203999531,FALSE,helmestiib-piibik
Symposiachrus mundus,Black-bibbed Monarch,blbmon2,629628491,FALSE,banda piibik
Symposiachrus sacerdotum,Flores Monarch,flomon1,624437783,FALSE,florese piibik
Symposiachrus boanensis,Black-chinned Monarch,blcmon1,,FALSE,boano piibik
Symposiachrus trivirgatus,Spectacled Monarch,spemon1,203989641,FALSE,
Symposiachrus everetti,White-tipped Monarch,whtmon2,,FALSE,valgepära-piibik
Symposiachrus loricatus,Black-tipped Monarch,bltmon2,509400521,FALSE,buru piibik
Symposiachrus leucurus,White-tailed Monarch,whtmon1,623886523,FALSE,kai piibik
Symposiachrus julianae,Kofiau Monarch,blbmon1,,FALSE,kofiau piibik
Symposiachrus brehmii,Biak Monarch,biamon1,640686598,FALSE,sirppiibik
Symposiachrus manadensis,Hooded Monarch,hoomon1,203983521,FALSE,
Symposiachrus infelix,Manus Monarch,manmon1,650741169,FALSE,manuse piibik
Symposiachrus menckei,White-breasted Monarch,whbmon1,182847,FALSE,
Symposiachrus verticalis,Black-tailed Monarch,bltmon1,651196005,FALSE,
Symposiachrus ateralbus,Djaul Monarch,,,FALSE,
Symposiachrus barbatus,Solomons Pied Monarch,bawmon2,647900234,FALSE,
Symposiachrus malaitae,Malaita Monarch,bawmon4,608902356,FALSE,malaita piibik
Symposiachrus browni,Kolombangara Monarch,kolmon5,173555111,FALSE,
Symposiachrus vidua,White-collared Monarch,whcmon2,203981451,FALSE,kiritiib-piibik
Carterornis chrysomela,Golden Monarch,golmon1,203981621,FALSE,kuldpiibik
Carterornis leucotis,White-eared Monarch,whemon1,203941661,FALSE,võrapiibik
Carterornis pileatus,White-naped Monarch,whnmon1,648249007,FALSE,laikpea-piibik
Carterornis castus,Tanimbar Monarch,loemon1,203925831,FALSE,tanimbari piibik
Chasiempis sclateri,Kauai Elepaio,elepai5,205630,FALSE,
Chasiempis ibidis,Oahu Elepaio,elepai4,88670411,FALSE,
Chasiempis sandwichensis,Hawai Elepaio,elepai,5181,FALSE,
†Pomarea pomarea,Maupiti Monarch,maumon1,,FALSE,
Pomarea nigra,Tahiti Monarch,tahmon2,203929141,FALSE,
Pomarea dimidiata,Rarotonga Monarch,rarmon1,204001541,FALSE,
†Pomarea fluxa,Eiao Monarch,eiamon1,,FALSE,
