Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,de
Phyllomyias zeledoni,White-fronted Tyrannulet,roltyr1,171271751,FALSE,Weißstirn-Kleintyrann
Phyllomyias virescens,Greenish Tyrannulet,gretyr1,34016,FALSE,Grünrücken-Kleintyrann
Phyllomyias reiseri,Reiser's Tyrannulet,reityr1,234699751,FALSE,Reiserkleintyrann
Phyllomyias urichi,Urich's Tyrannulet,urityr1,344723971,FALSE,Urichkleintyrann
Phyllomyias sclateri,Sclater's Tyrannulet,scltyr1,218225,FALSE,Graubrust-Kleintyrann
Phyllomyias griseocapilla,Grey-capped Tyrannulet,gyctyr1,288480601,FALSE,Graukappen-Kleintyrann
Phyllomyias griseiceps,Sooty-headed Tyrannulet,sohtyr1,203700721,FALSE,Rußkappen-Kleintyrann
Phyllomyias plumbeiceps,Plumbeous-crowned Tyrannulet,plctyr1,69418551,FALSE,Graukronen-Kleintyrann
Phyllomyias nigrocapillus,Black-capped Tyrannulet,blctyr1,272846281,FALSE,Schwarzkappen-Kleintyrann
Phyllomyias cinereiceps,Ashy-headed Tyrannulet,ashtyr1,203931981,FALSE,Ohrfleck-Kleintyrann
Phyllomyias uropygialis,Tawny-rumped Tyrannulet,tartyr1,305835051,FALSE,Zimtbürzel-Kleintyrann
Phaeomyias tumbezana,Tumbes Tyrannulet,,,FALSE,
Phaeomyias murina,Mouse-coloured Tyrannulet,,,FALSE,
Nesotriccus ridgwayi,Cocos Flycatcher,cocfly1,50672,FALSE,Kokosinseltyrann
Pseudelaenia leucospodia,Grey-and-white Tyrannulet,gawtyr2,297224,FALSE,Weißkronentyrann
Mecocerculus poecilocercus,White-tailed Tyrannulet,whttyr1,203933911,FALSE,Weißschwanz-Tachurityrann
Mecocerculus hellmayri,Buff-banded Tyrannulet,bubtyr1,212292,FALSE,Fahlbinden-Tachurityrann
Mecocerculus stictopterus,White-banded Tyrannulet,whbtyr1,591553671,FALSE,Weißbinden-Tachurityrann
Mecocerculus leucophrys,White-throated Tyrannulet,whttyr2,410151331,FALSE,Weißkehl-Tachurityrann
Mecocerculus calopterus,Rufous-winged Tyrannulet,ruwtyr1,65512941,FALSE,Rotschwingen-Tachurityrann
Mecocerculus minor,Sulphur-bellied Tyrannulet,subtyr1,203958121,FALSE,Gelbbauch-Tachurityrann
Anairetes nigrocristatus,Black-crested Tit-tyrant,bkctit1,218525791,FALSE,Schwarzhauben-Tachurityrann
Anairetes reguloides,Pied-crested Tit-tyrant,pcttyr1,65513151,FALSE,Streifenbauch-Tachurityrann
Anairetes alpinus,Ash-breasted Tit-tyrant,abttyr1,172809791,FALSE,Graubrust-Tachurityrann
Anairetes flavirostris,Yellow-billed Tit-tyrant,ybttyr1,439745651,FALSE,Gelbschnabel-Tachurityrann
Anairetes parulus,Tufted Tit-tyrant,tuttyr1,470502571,FALSE,Meisentachurityrann
Anairetes fernandezianus,Juan Fernandez Tit-tyrant,jfttyr1,82211811,FALSE,Juan-Fernández-Tachurityrann
Polystictus pectoralis,Bearded Tachuri,beatac1,278582321,FALSE,Streifenkinn-Grastyrann
Polystictus superciliaris,Grey-backed Tachuri,gybtac1,305810571,FALSE,Graunacken-Grastyrann
Culicivora caudacuta,Sharp-tailed Tyrant,shttyr1,494758911,FALSE,Spitzschwanz-Grastyrann
Pseudocolopteryx sclateri,Crested Doradito,credor1,224892,FALSE,Schopfsumpftyrann
Pseudocolopteryx acutipennis,Subtropical Doradito,subdor1,203701501,FALSE,Andensumpftyrann
Pseudocolopteryx dinelliana,Dinelli's Doradito,dindor2,224885,FALSE,Dinellisumpftyrann
Pseudocolopteryx flaviventris,Warbling Doradito,wardor1,224887,FALSE,Braunrücken-/Tickersumpftyrann
Pseudocolopteryx citreola,Ticking Doradito,ticdor1,430130321,FALSE,Tickersumpftyrann
Serpophaga cinerea,Torrent Tyrannulet,tortyr1,250234981,FALSE,Sturzbach-Kleintyrann
Serpophaga hypoleuca,River Tyrannulet,rivtyr1,370002361,FALSE,Uferkleintyrann
Serpophaga nigricans,Sooty Tyrannulet,sootyr1,371665951,FALSE,Rußkleintyrann
Serpophaga subcristata,White-crested Tyrannulet,y01036,93852121,FALSE,Weißscheitel-Kleintyrann
Serpophaga griseicapilla,Straneck's Tyrannulet,gyctyr2,700380,FALSE,Grauscheitel-Kleintyrann
Uromyias agilis,Agile Tit-tyrant,agitit1,66616,FALSE,Brauentachurityrann
Uromyias agraphia,Unstreaked Tit-tyrant,unstit1,203890351,FALSE,Weißbauch-Tachurityrann
Muscigralla brevicauda,Short-tailed Field-tyrant,stftyr1,54457661,FALSE,Stummelschwanztyrann
Attila phoenicurus,Rufous-tailed Attila,rutatt1,63627,FALSE,Graukopf-Attilatyrann
Attila cinnamomeus,Cinnamon Attila,cinatt1,306120871,FALSE,Zimtattilatyrann
Attila torridus,Ochraceous Attila,ochatt1,203699091,FALSE,Ockerattilatyrann
Attila citriniventris,Citron-bellied Attila,cibatt1,204008491,FALSE,Gelbbauch-Attilatyrann
Attila bolivianus,White-eyed Attila,ducatt1,132750,FALSE,Weißaugen-Attilatyrann
Attila rufus,Grey-hooded Attila,gyhatt1,113229,FALSE,Streifenkehl-Attilatyrann
Attila spadiceus,Bright-rumped Attila,brratt1,207693601,FALSE,Gelbbürzel-Attilatyrann
Legatus leucophaius,Piratic Flycatcher,pirfly1,117170,FALSE,Kurzschnabel-Maskentyrann
Ramphotrigon megacephalum,Large-headed Flatbill,lahfla2,229364,FALSE,Gelbbrauen-Flachschnabeltyrann
Ramphotrigon ruficauda,Rufous-tailed Flatbill,rutfla1,203931211,FALSE,Rostschwanz-Flachschnabeltyrann
Ramphotrigon fuscicauda,Dusky-tailed Flatbill,dutfla1,126865,FALSE,Dunkelschwanz-Flachschnabeltyrann
Deltarhynchus flammulatus,Flammulated Flycatcher,flafly1,479271301,FALSE,Breitschnabel-Schopftyrann
Pitangus sulphuratus,Great Kiskadee,grekis,131671181,TRUE,Schwefelmaskentyrann
Philohydor lictor,Lesser Kiskadee,leskis1,270711,FALSE,Liktormaskentyrann
Machetornis rixosa,Cattle Tyrant,cattyr,69697,FALSE,Graslandtyrann
Tyrannopsis sulphurea,Sulphury Flycatcher,sulfly1,639757417,FALSE,Schwefelbauch-Maskentyrann
Megarynchus pitangua,Boat-billed Flycatcher,bobfly1,640785996,FALSE,Starkschnabel-Maskentyrann
Myiodynastes hemichrysus,Golden-bellied Flycatcher,gobfly1,80980,FALSE,Braunbart-Maskentyrann
Myiodynastes chrysocephalus,Golden-crowned Flycatcher,gocfly1,193175,FALSE,Andenmaskentyrann
Myiodynastes bairdii,Baird's Flycatcher,baifly1,43205,FALSE,Rostflügel-Maskentyrann
Myiodynastes luteiventris,Sulphur-bellied Flycatcher,subfly,7806,FALSE,Nord-Fleckenmaskentyrann
Myiodynastes solitarius,Southern Streaked Flycatcher,,,FALSE,Süd-Fleckenmaskentyrann (solitarius)
Myiodynastes maculatus,Northern Streaked Flycatcher,strfly1,113357,FALSE,Süd-Fleckenmaskentyrann
Myiozetetes cayanensis,Rusty-margined Flycatcher,rumfly1,517566971,FALSE,Rostschwingen-Maskentyrann
Myiozetetes similis,Social Flycatcher,socfly1,157772511,FALSE,Rotscheitel-Maskentyrann
Myiozetetes granadensis,Grey-capped Flycatcher,grcfly1,165857,FALSE,Graukappen-Maskentyrann
Myiozetetes luteiventris,Dusky-chested Flycatcher,ducfly2,203955651,FALSE,Strichelbrust-Maskentyrann
Conopias albovittatus,White-ringed Flycatcher,whrfly,203007531,FALSE,Weißnacken-Maskentyrann
Conopias parvus,Yellow-throated Flycatcher,yetfly2,69755,FALSE,Weißring-Maskentyrann
Conopias trivirgatus,Three-striped Flycatcher,thsfly2,203699451,FALSE,Olivbrust-Maskentyrann
Conopias cinchoneti,Lemon-browed Flycatcher,lebfly2,13208,FALSE,Gelbbrauen-Maskentyrann
Phelpsia inornata,White-bearded Flycatcher,whbfly1,361180991,FALSE,Schwarzscheitel-Maskentyrann
Empidonomus varius,Variegated Flycatcher,varfly,622578602,FALSE,Schuppenrücken-Maskentyrann
Griseotyrannus aurantioatrocristatus,Crowned Slaty Flycatcher,croslf1,177045,FALSE,Graumaskentyrann
Tyrannus niveigularis,Snow-throated Kingbird,sntkin1,65511481,FALSE,Schneekehl-Königstyrann
Tyrannus albogularis,White-throated Kingbird,whtkin1,371688381,FALSE,Weißkehl-Königstyrann
Tyrannus melancholicus,Tropical Kingbird,trokin,7961,TRUE,Trauer-/Texaskönigstyrann
Tyrannus couchii,Couch's Kingbird,coukin,7953,FALSE,Texaskönigstyrann
Tyrannus vociferans,Cassin's Kingbird,caskin,85511031,FALSE,Cassinkönigstyrann
Tyrannus crassirostris,Thick-billed Kingbird,thbkin,392846461,FALSE,Dickschnabel-Königstyrann
Tyrannus verticalis,Western Kingbird,weskin,56905,FALSE,Schmalschnabel-Königstyrann
Tyrannus tyrannus,Eastern Kingbird,easkin,534398,TRUE,Schieferrücken-Königstyrann
Tyrannus dominicensis,Grey Kingbird,grykin,73900,FALSE,Graukönigstyrann
Tyrannus caudifasciatus,Loggerhead Kingbird,logkin,188095,FALSE,Antillenkönigstyrann
Tyrannus cubensis,Giant Kingbird,giakin1,62964,FALSE,Riesenkönigstyrann
Tyrannus forficatus,Scissor-tailed Flycatcher,sctfly,105244,TRUE,Scherenschwanz-Königstyrann
Tyrannus savana,Fork-tailed Flycatcher,fotfly,171774,FALSE,Gabelschwanz-Königstyrann
Rhytipterna holerythra,Rufous Mourner,rufmou1,614988599,FALSE,Zimtschmucktyrann
Rhytipterna simplex,Greyish Mourner,gramou1,257226211,FALSE,Grauschmucktyrann
Rhytipterna immunda,Pale-bellied Mourner,pabmou1,225365,FALSE,Hellbauch-Schmucktyrann
Casiornis rufus,Rufous Casiornis,rufcas2,116293851,FALSE,Zimtrücken-Röteltyrann
Casiornis fuscus,Ash-throated Casiornis,astcas2,278863301,FALSE,Braunrücken-Röteltyrann
Sirystes albogriseus,Choco Sirystes,siryst3,324632661,FALSE,Grauschulter-Kappentyrann
Sirystes albocinereus,White-rumped Sirystes,whrsir1,532082101,FALSE,Halsband-Kappentyrann
Sirystes sibilator,Sibilant Sirystes,sibsir1,251717851,FALSE,Olivrücken-Kappentyrann
Sirystes subcanescens,Todd's Sirystes,todsir1,127365,FALSE,Guyanakappentyrann
Myiarchus semirufus,Rufous Flycatcher,ruffly1,19603,FALSE,Rötelschopftyrann
Myiarchus swainsoni,Swainson's Flycatcher,swafly1,19144,FALSE,Swainsonschopftyrann
Myiarchus barbirostris,Sad Flycatcher,sadfly1,18982,FALSE,Jamaikaschopftyrann
Myiarchus tuberculifer,Dusky-capped Flycatcher,ducfly,40523,FALSE,Schwarzkappen-Schopftyrann
Myiarchus phaeocephalus,Sooty-crowned Flycatcher,socfly2,19419,FALSE,Rußkappen-Schopftyrann
Myiarchus panamensis,Panama Flycatcher,panfly1,203773271,FALSE,Panamaschopftyrann
Myiarchus ferox,Short-crested Flycatcher,shcfly1,19489,FALSE,Kurzschopftyrann
Myiarchus venezuelensis,Venezuelan Flycatcher,venfly1,19104,FALSE,Venezuelaschopftyrann
Myiarchus cephalotes,Pale-edged Flycatcher,paefly1,7477,FALSE,Andenschopftyrann
Myiarchus validus,Rufous-tailed Flycatcher,rutfly1,203886171,FALSE,Rostschwanz-Schopftyrann
Myiarchus sagrae,La Sagra's Flycatcher,lasfly,203885381,FALSE,Kubaschopftyrann
Myiarchus stolidus,Stolid Flycatcher,stofly1,7735,FALSE,Haitischopftyrann
Myiarchus antillarum,Puerto Rican Flycatcher,purfly1,19758,FALSE,Puerto-Rico-Schopftyrann
Myiarchus oberi,Lesser Antillean Flycatcher,leafly1,7733,FALSE,Kleinantillen-Schopftyrann
Myiarchus crinitus,Great Crested Flycatcher,grcfly,236839451,TRUE,Gelbbauch-Schopftyrann
Myiarchus yucatanensis,Yucatan Flycatcher,yucfly1,226847931,FALSE,Yucatánschopftyrann
Myiarchus tyrannulus,Brown-crested Flycatcher,bncfly,232405201,FALSE,Braunschopftyrann
Myiarchus nugator,Grenada Flycatcher,grefly1,19668,FALSE,Grenadaschopftyrann
Myiarchus apicalis,Apical Flycatcher,apifly1,203965311,FALSE,Kolumbienschopftyrann
Myiarchus cinerascens,Ash-throated Flycatcher,astfly,416231441,TRUE,Kalifornien-Schopftyrann
Myiarchus nuttingi,Nutting's Flycatcher,nutfly1,452438551,FALSE,Braunwangen-Schopftyrann
Myiarchus magnirostris,Galapagos Flycatcher,galfly1,19683,FALSE,Galápagosschopftyrann
Colonia colonus,Long-tailed Tyrant,lottyr1,69688,FALSE,Weißkappen-Schleppentyrann
Myiophobus crypterythrus,Mouse-grey Flycatcher,brcfly4,131367101,FALSE,Grauschulter-Schnäppertyrann
Myiophobus fasciatus,Bran-colored Flycatcher,brcfly1,366611101,FALSE,Rostschnäppertyrann
Myiophobus rufescens,Rufescent Flycatcher,brcfly3,74349341,FALSE,Orangebauch-Schnäppertyrann
Myiophobus cryptoxanthus,Olive-chested Flycatcher,olcfly1,613091739,FALSE,Grauflecken-Schnäppertyrann
Myiophobus flavicans,Flavescent Flycatcher,flafly2,387473241,FALSE,Gelbzügel-Schnäppertyrann
Myiophobus phoenicomitra,Orange-crested Flycatcher,orcfly1,623304445,FALSE,Olivrücken-Schnäppertyrann
Myiophobus inornatus,Unadorned Flycatcher,unafly1,31740881,FALSE,Zimtflügel-Schnäppertyrann
Myiophobus roraimae,Roraiman Flycatcher,rorfly1,437282151,FALSE,Tepuischnäppertyrann
Silvicultrix frontalis,Crowned Chat-tyrant,crocht1,222114391,FALSE,Nordanden-Schmätzertyrann
Silvicultrix jelskii,Jelski's Chat-tyrant,jelcht1,190140951,FALSE,Rostbürzel-Schmätzertyrann
Silvicultrix pulchella,Golden-browed Chat-tyrant,gobcht1,647142621,FALSE,Gelbbrauen-Schmätzertyrann
Silvicultrix diadema,Yellow-bellied Chat-tyrant,yebcht1,211742,FALSE,Gelbbauch-Schmätzertyrann
Colorhamphus parvirostris,Patagonian Tyrant,pattyr2,249523721,FALSE,Patagonienschmätzertyrann
Ochthoeca cinnamomeiventris,Slaty-backed Chat-tyrant,slbcht2,203698941,FALSE,Schiefermantel-Schmätzertyrann
Ochthoeca nigrita,Blackish Chat-tyrant,slbcht1,456811621,FALSE,Schwarzbauch-Schmätzertyrann
Ochthoeca thoracica,Chestnut-belted Chat-tyrant,slbcht3,33649,FALSE,Maronenbrust-Schmätzertyrann
Ochthoeca rufipectoralis,Rufous-breasted Chat-tyrant,rbctyr1,69596851,FALSE,Orangebrust-Schmätzertyrann
Ochthoeca fumicolor,Brown-backed Chat-tyrant,bbctyr1,69597071,FALSE,Fahlbrauen-Schmätzertyrann
Ochthoeca superciliosa,Rufous-browed Chat-tyrant,bnbcht2,69679,FALSE,Rötelbrauen-Schmätzertyrann
Ochthoeca oenanthoides,D'Orbigny's Chat-tyrant,dorcht1,212949,FALSE,Graurücken-Schmätzertyrann
Ochthoeca piurae,Piura Chat-tyrant,pictyr1,69597511,FALSE,Buntflügel-Schmätzertyrann
Ochthoeca leucophrys,White-browed Chat-tyrant,wbctyr1,591280581,FALSE,Graubauch-Schmätzertyrann
Ochthoeca salvini,Tumbes Tyrant,tumtyr2,13262,FALSE,Gelbstirntyrann
Sublegatus arenarum,Northern Scrub-flycatcher,nosfly1,51867481,FALSE,Karibikstrauchtyrann
Sublegatus obscurior,Amazonian Scrub-flycatcher,amsfly1,203934221,FALSE,Amazonienstrauchtyrann
Sublegatus modestus,Southern Scrub-flycatcher,sosfly1,174997,FALSE,Pantanalstrauchtyrann
Pyrocephalus rubinus,Vermilion Flycatcher,verfly,188210,TRUE,Rubintyrann
Pyrocephalus nanus,Little Vermilion Flycatcher,brufly1,352838631,FALSE,Galápagostyrann
†Pyrocephalus dubius,Least Vermilion Flycatcher,,,FALSE,
Fluvicola pica,Pied Water-tyrant,piwtyr1,69691,FALSE,Elsterwassertyrann
Fluvicola albiventer,Black-backed Water-tyrant,bbwtyr1,69264461,FALSE,Schwarzrücken-Wassertyrann
Fluvicola nengeta,Masked Water-tyrant,mawtyr1,469184481,FALSE,Graurücken-Wassertyrann
Arundinicola leucocephala,White-headed Marsh-tyrant,whmtyr1,128051,FALSE,Weißkopf-Wassertyrann
Gubernetes yetapa,Streamer-tailed Tyrant,stttyr2,224489221,FALSE,Kehlband-Schleppentyrann
Muscipipra vetula,Shear-tailed Grey Tyrant,shtgrt1,520247411,FALSE,Kerbschwanztyrann
Alectrurus tricolor,Cock-tailed Tyrant,cottyr1,638645707,FALSE,Hahnenschwanztyrann
Alectrurus risora,Strange-tailed Tyrant,stttyr1,132886,TRUE,Rotkehl-Schleppentyrann
Lessonia rufa,Austral Negrito,ausneg1,612482752,FALSE,Patagonien-/Andensporntyrann
Lessonia oreas,Andean Negrito,andneg1,301170,FALSE,Andensporntyrann
Hymenops perspicillatus,Spectacled Tyrant,spetyr1,640677382,FALSE,Brillendunkeltyrann
Knipolegus orenocensis,Riverside Tyrant,rivtyr2,370002561,FALSE,Flussufer-Dunkeltyrann
Knipolegus sclateri,Sclater's Black-tyrant,,,FALSE,
Knipolegus poecilocercus,Amazonian Black-tyrant,ambtyr1,140575071,FALSE,Várzeadunkeltyrann
Knipolegus poecilurus,Rufous-tailed Tyrant,ruttyr1,388751581,FALSE,Fahlbauch-Dunkeltyrann
Knipolegus franciscanus,Caatinga Black-tyrant,whwblt2,627763358,FALSE,São-Francisco-Dunkeltyrann
Knipolegus lophotes,Crested Black-tyrant,crbtyr1,113418,FALSE,Haubendunkeltyrann
Knipolegus nigerrimus,Velvety Black-tyrant,vebtyr1,169826,FALSE,Kurzschopf-Dunkeltyrann
Knipolegus signatus,Andean Black-tyrant,andtyr3,,FALSE,Rostbürzel-Schmätzertyrann
Knipolegus cabanisi,Plumbeous Black-tyrant,andtyr2,644811816,FALSE,Nordanden-/Mittelanden-Dunkeltyrann
Knipolegus cyanirostris,Blue-billed Black-tyrant,bbbtyr1,203960211,FALSE,Einfarb-Dunkeltyrann
Knipolegus striaticeps,Cinereous Black-tyrant,cintyr1,213869,FALSE,Schwarzmasken-Dunkeltyrann
Knipolegus hudsoni,Hudson's Black-tyrant,hubtyr1,627879307,FALSE,Weißflanken-Dunkeltyrann
Knipolegus aterrimus,White-winged Black-tyrant,whwblt1,244962591,FALSE,Weißspiegel-Dunkeltyrann
Knipolegus heterogyna,White-rumped Black-tyrant,,,FALSE,Weißspiegel-Dunkeltyrann (heterogyna)
Satrapa icterophrys,Yellow-browed Tyrant,yebtyr2,634327269,FALSE,Goldbrauentyrann
Muscisaxicola fluviatilis,Little Ground-tyrant,ligtyr1,,FALSE,Tiefland-Grundtyrann
Muscisaxicola maculirostris,Spot-billed Ground-tyrant,sbgtyr1,256227001,FALSE,Schnabelfleck-Grundtyrann
Muscisaxicola griseus,Taczanowski's Ground-tyrant,tacgrt1,643568092,FALSE,Graubrust-Grundtyrann
Muscisaxicola juninensis,Puna Ground-tyrant,pugtyr1,622893305,FALSE,Braunscheitel-Grundtyrann
Muscisaxicola cinereus,Cinereous Ground-tyrant,cingrt1,456289011,FALSE,Graubraun-Grundtyrann
Muscisaxicola albifrons,White-fronted Ground-tyrant,wfgtyr1,611935584,FALSE,Weißstirn-Grundtyrann
Muscisaxicola flavinucha,Ochre-naped Ground-tyrant,ongtyr1,203961761,FALSE,Gelbnacken-Grundtyrann
Muscisaxicola rufivertex,Rufous-naped Ground-tyrant,rngtyr1,617249812,FALSE,Rotscheitel-Grundtyrann
Muscisaxicola occipitalis,Chestnut-naped Ground-tyrant,,,FALSE,
Muscisaxicola maclovianus,Dark-faced Ground-tyrant,dafgrt1,34740671,FALSE,Maskengrundtyrann
Muscisaxicola albilora,White-browed Ground-tyrant,wbgtyr1,407831301,FALSE,Rostkappen-Grundtyrann
Muscisaxicola alpinus,Plain-capped Ground-tyrant,plcgrt1,204023381,FALSE,Weißbrauen-Grundtyrann
Muscisaxicola capistratus,Cinnamon-bellied Ground-tyrant,cibgrt1,203960251,FALSE,Zimtbauch-Grundtyrann
Muscisaxicola frontalis,Black-fronted Ground-tyrant,bfgtyr1,632984242,FALSE,Schwarzstirn-Grundtyrann
Cnemarchus erythropygius,Red-rumped Bush-tyrant,rrbtyr1,636320670,FALSE,Rostbürzel-Buschtyrann
Polioxolmis rufipennis,Rufous-webbed Bush-tyrant,rwbtyr1,156481681,FALSE,Rostspiegel-Buschtyrann
Xolmis pyrope,Fire-eyed Diucon,fiediu1,613838890,FALSE,Feueraugen-Scheckentyrann
Xolmis cinereus,Grey Monjita,,,FALSE,Bartstreif-Scheckenentyrann
Xolmis coronatus,Black-crowned Monjita,bkcmon1,203963501,FALSE,Schwarzkappen-Scheckenentyrann
Xolmis velatus,White-rumped Monjita,whrmon2,69262581,FALSE,Weißbinden-Scheckenentyrann
Xolmis irupero,White Monjita,whimon1,700384,FALSE,Weißscheckenentyrann
Xolmis salinarum,Salinas Monjita,salmon1,301550,FALSE,Weißnacken-Scheckenentyrann
Xolmis rubetra,Rusty-backed Monjita,rubmon1,393377701,FALSE,
Xolmis dominicanus,Black-and-white Monjita,bawmon3,612506463,FALSE,Schwarzschwanz-Scheckenentyrann
Agriornis montanus,Black-billed Shrike-tyrant,bkbsht1,410550411,FALSE,Schwarzschnabel-Hakentyrann
Agriornis albicauda,White-tailed Shrike-tyrant,wtstyr1,243925,FALSE,Weißschwanz-Hakentyrann
Agriornis lividus,Great Shrike-tyrant,gresht1,303936,FALSE,Schwarzschwanz-Hakentyrann
Agriornis micropterus,Grey-bellied Shrike-tyrant,gybsht1,506652861,FALSE,Weißbrauen-Hakentyrann
Agriornis murinus,Lesser Shrike-tyrant,lessht1,136949191,FALSE,Kleinhakentyrann
Neoxolmis rufiventris,Chocolate-vented Tyrant,chvtyr2,33228941,FALSE,Hellschulter-Nonnentyrann
Myiotheretes striaticollis,Streak-throated Bush-tyrant,stbtyr1,591281401,FALSE,Streifenkehl-Buschtyrann
Myiotheretes pernix,Santa Marta Bush-tyrant,smbtyr1,203965331,FALSE,Santa-Marta-Buschtyrann
Myiotheretes fumigatus,Smoky Bush-tyrant,smbtyr2,623321650,FALSE,Rußbuschtyrann
Myiotheretes fuscorufus,Rufous-bellied Bush-tyrant,rbbtyr1,35987,FALSE,Rostbinden-Buschtyrann
Ochthornis littoralis,Drab Water-tyrant,drwtyr1,227932391,FALSE,Weißbrauentyrann
Cnemotriccus fuscatus,Fuscous Flycatcher,fusfly1,324434691,FALSE,Augenstreif-Schnäppertyrann
Aphanotriccus capitalis,Tawny-chested Flycatcher,tacfly1,550849191,FALSE,Ockerbrust-Schnäppertyrann
Aphanotriccus audax,Black-billed Flycatcher,blbfly1,109558401,FALSE,Schwarzschnabel-Schnäppertyrann
Lathrotriccus euleri,Euler's Flycatcher,eulfly1,89009,FALSE,Eulerschnäppertyrann
Lathrotriccus griseipectus,Grey-breasted Flycatcher,gybfly1,203699121,FALSE,Graubrust-Schnäppertyrann
Mitrephanes phaeocercus,Tufted Flycatcher,tuffly,59322071,FALSE,Gelbbauch-Schnäppertyrann
Mitrephanes olivaceus,Olive Flycatcher,olifly2,232712061,FALSE,Olivbauch-Schnäppertyrann
Sayornis nigricans,Black Phoebe,blkpho,367504221,FALSE,Schwarzkopf-Phoebetyrann
Sayornis phoebe,Eastern Phoebe,easpho,426779621,TRUE,Weissbauch-Phoebetyrann
Sayornis saya,Say's Phoebe,saypho,191105,TRUE,Zimtbauch-Phoebetyrann
Empidonax virescens,Acadian Flycatcher,acafly,73916,TRUE,Buchenschnäppertyrann
Empidonax flaviventris,Yellow-bellied Flycatcher,yebfly,100881,FALSE,Birkenschnäppertyrann
Empidonax flavescens,Yellowish Flycatcher,yelfly1,199518,FALSE,Sumpfschnäppertyrann
Empidonax difficilis,Pacific-slope Flycatcher,wesfly,7600,FALSE,Feuchtwald-Schnäppertyrann
Empidonax occidentalis,Cordilleran Flycatcher,,,FALSE,
Empidonax albigularis,White-throated Flycatcher,whtfly1,31997351,FALSE,Fahlkehl-Schnäppertyrann
Empidonax traillii,Willow Flycatcher,wilfly,191178,FALSE,Erlen-/Weidenschnäppertyrann
Empidonax alnorum,Alder Flycatcher,aldfly,132247,FALSE,Erlenschnäppertyrann
Empidonax fulvifrons,Buff-breasted Flycatcher,bubfly,267308351,FALSE,Orangebrust-Schnäppertyrann
Empidonax atriceps,Black-capped Flycatcher,blcfly1,46236331,FALSE,Schwarzkappen-Schnäppertyrann
Empidonax wrightii,American Grey Flycatcher,gryfly,43462551,FALSE,Trockenbusch-Schnäppertyrann
Empidonax minimus,Least Flycatcher,leafly,219691,FALSE,Zwergschnäppertyrann
Empidonax hammondii,Hammond's Flycatcher,hamfly,56931,FALSE,Tannenschnäppertyrann
Empidonax oberholseri,American Dusky Flycatcher,dusfly,534684,FALSE,Buschland-Schnäppertyrann
Empidonax affinis,Pine Flycatcher,pinfly1,518297361,FALSE,Kiefernschnäppertyrann
Contopus cooperi,Olive-sided Flycatcher,olsfly,109254,FALSE,Olivflanken-Schnäppertyrann
Contopus pertinax,Greater Pewee,grepew,267053501,FALSE,Mexikoschnäppertyrann
Contopus lugubris,Dark Pewee,darpew1,622634741,FALSE,Trauerschnäppertyrann
Contopus fumigatus,Smoke-colored Pewee,smcpew1,203932171,FALSE,Schieferschnäppertyrann
Contopus ochraceus,Ochraceous Pewee,ochpew1,359027741,FALSE,Ockergelb-Schnäppertyrann
Contopus sordidulus,Western Wood-pewee,wewpew,539737,FALSE,Blasskehl-Schnäppertyrann
Contopus virens,Eastern Wood-pewee,eawpew,73930,FALSE,Hellbauch-Schnäppertyrann
Contopus bogotensis,Northern Tropical Pewee,tropew4,7354,FALSE,Waldschnäppertyrann
Contopus punensis,Western Tropical Pewee,tropew2,21547,FALSE,Tumbesschnäppertyrann
Contopus cinereus,Southern Tropical Pewee,tropew3,620465604,FALSE,Dunkel-Waldschnäppertyrann
Contopus caribeaus,Cuban Pewee,cubpew1,90697,FALSE,
